Product,Price,Quantity,Sales,Date,Region
periwinkle morsel,1.25,407.0,508.75,2021-04-29,north
periwinkle morsel,1.25,417.0,521.25,2021-04-29,south
periwinkle morsel,1.25,419.0,523.75,2021-04-29,east
periwinkle morsel,1.25,486.0,607.5,2021-04-29,west
vermilion morsel,4.99,479.0,2390.21,2021-04-29,north
vermilion morsel,4.99,407.0,2030.93,2021-04-29,south
vermilion morsel,4.99,400.0,1996.0,2021-04-29,east
vermilion morsel,4.99,431.0,2150.69,2021-04-29,west
lapis morsel,1.99,460.0,915.4,2021-04-29,north
lapis morsel,1.99,461.0,917.39,2021-04-29,south
lapis morsel,1.99,431.0,857.6899999999999,2021-04-29,east
lapis morsel,1.99,454.0,903.46,2021-04-29,west
pink morsel,5.0,464.0,2320.0,2021-04-30,north
pink morsel,5.0,487.0,2435.0,2021-04-30,south
pink morsel,5.0,410.0,2050.0,2021-04-30,east
pink morsel,5.0,433.0,2165.0,2021-04-30,west
gold morsel,9.99,450.0,4495.5,2021-04-30,north
gold morsel,9.99,401.0,4005.9900000000002,2021-04-30,south
gold morsel,9.99,494.0,4935.06,2021-04-30,east
gold morsel,9.99,432.0,4315.68,2021-04-30,west
magenta morsel,2.5,482.0,1205.0,2021-04-30,north
magenta morsel,2.5,413.0,1032.5,2021-04-30,south
magenta morsel,2.5,413.0,1032.5,2021-04-30,east
magenta morsel,2.5,464.0,1160.0,2021-04-30,west
chartreuse morsel,3.0,424.0,1272.0,2021-04-30,north
chartreuse morsel,3.0,494.0,1482.0,2021-04-30,south
chartreuse morsel,3.0,494.0,1482.0,2021-04-30,east
chartreuse morsel,3.0,405.0,1215.0,2021-04-30,west
periwinkle morsel,1.25,442.0,552.5,2021-04-30,north
periwinkle morsel,1.25,467.0,583.75,2021-04-30,south
periwinkle morsel,1.25,448.0,560.0,2021-04-30,east
periwinkle morsel,1.25,481.0,601.25,2021-04-30,west
vermilion morsel,4.99,444.0,2215.56,2021-04-30,north
vermilion morsel,4.99,455.0,2270.4500000000003,2021-04-30,south
vermilion morsel,4.99,472.0,2355.28,2021-04-30,east
vermilion morsel,4.99,420.0,2095.8,2021-04-30,west
lapis morsel,1.99,484.0,963.16,2021-04-30,north
lapis morsel,1.99,404.0,803.96,2021-04-30,south
lapis morsel,1.99,494.0,983.06,2021-04-30,east
lapis morsel,1.99,441.0,877.59,2021-04-30,west
pink morsel,5.0,492.0,2460.0,2021-05-01,north
pink morsel,5.0,433.0,2165.0,2021-05-01,south
pink morsel,5.0,422.0,2110.0,2021-05-01,east
pink morsel,5.0,464.0,2320.0,2021-05-01,west
gold morsel,9.99,473.0,4725.27,2021-05-01,north
gold morsel,9.99,481.0,4805.1900000000005,2021-05-01,south
gold morsel,9.99,410.0,4095.9,2021-05-01,east
gold morsel,9.99,467.0,4665.33,2021-05-01,west
magenta morsel,2.5,457.0,1142.5,2021-05-01,north
magenta morsel,2.5,405.0,1012.5,2021-05-01,south
magenta morsel,2.5,419.0,1047.5,2021-05-01,east
magenta morsel,2.5,408.0,1020.0,2021-05-01,west
chartreuse morsel,3.0,480.0,1440.0,2021-05-01,north
chartreuse morsel,3.0,481.0,1443.0,2021-05-01,south
chartreuse morsel,3.0,477.0,1431.0,2021-05-01,east
chartreuse morsel,3.0,420.0,1260.0,2021-05-01,west
periwinkle morsel,1.25,450.0,562.5,2021-05-01,north
periwinkle morsel,1.25,492.0,615.0,2021-05-01,south
periwinkle morsel,1.25,499.0,623.75,2021-05-01,east
periwinkle morsel,1.25,428.0,535.0,2021-05-01,west
vermilion morsel,4.99,425.0,2120.75,2021-05-01,north
vermilion morsel,4.99,459.0,2290.4100000000003,2021-05-01,south
vermilion morsel,4.99,417.0,2080.83,2021-05-01,east
vermilion morsel,4.99,436.0,2175.64,2021-05-01,west
lapis morsel,1.99,416.0,827.84,2021-05-01,north
lapis morsel,1.99,482.0,959.18,2021-05-01,south
lapis morsel,1.99,456.0,907.4399999999999,2021-05-01,east
lapis morsel,1.99,428.0,851.72,2021-05-01,west
pink morsel,5.0,461.0,2305.0,2021-05-02,north
pink morsel,5.0,429.0,2145.0,2021-05-02,south
pink morsel,5.0,492.0,2460.0,2021-05-02,east
pink morsel,5.0,452.0,2260.0,2021-05-02,west
gold morsel,9.99,408.0,4075.92,2021-05-02,north
gold morsel,9.99,500.0,4995.0,2021-05-02,south
gold morsel,9.99,401.0,4005.9900000000002,2021-05-02,east
gold morsel,9.99,425.0,4245.75,2021-05-02,west
magenta morsel,2.5,413.0,1032.5,2021-05-02,north
magenta morsel,2.5,465.0,1162.5,2021-05-02,south
magenta morsel,2.5,436.0,1090.0,2021-05-02,east
magenta morsel,2.5,439.0,1097.5,2021-05-02,west
chartreuse morsel,3.0,488.0,1464.0,2021-05-02,north
chartreuse morsel,3.0,469.0,1407.0,2021-05-02,south
chartreuse morsel,3.0,400.0,1200.0,2021-05-02,east
chartreuse morsel,3.0,414.0,1242.0,2021-05-02,west
periwinkle morsel,1.25,407.0,508.75,2021-05-02,north
periwinkle morsel,1.25,402.0,502.5,2021-05-02,south
periwinkle morsel,1.25,475.0,593.75,2021-05-02,east
periwinkle morsel,1.25,496.0,620.0,2021-05-02,west
vermilion morsel,4.99,409.0,2040.91,2021-05-02,north
vermilion morsel,4.99,420.0,2095.8,2021-05-02,south
vermilion morsel,4.99,419.0,2090.81,2021-05-02,east
vermilion morsel,4.99,492.0,2455.08,2021-05-02,west
lapis morsel,1.99,456.0,907.4399999999999,2021-05-02,north
lapis morsel,1.99,439.0,873.61,2021-05-02,south
lapis morsel,1.99,435.0,865.65,2021-05-02,east
lapis morsel,1.99,426.0,847.74,2021-05-02,west
pink morsel,5.0,471.0,2355.0,2021-05-03,north
pink morsel,5.0,414.0,2070.0,2021-05-03,south
pink morsel,5.0,491.0,2455.0,2021-05-03,east
pink morsel,5.0,418.0,2090.0,2021-05-03,west
gold morsel,9.99,464.0,4635.36,2021-05-03,north
gold morsel,9.99,425.0,4245.75,2021-05-03,south
gold morsel,9.99,495.0,4945.05,2021-05-03,east
gold morsel,9.99,412.0,4115.88,2021-05-03,west
magenta morsel,2.5,417.0,1042.5,2021-05-03,north
magenta morsel,2.5,469.0,1172.5,2021-05-03,south
magenta morsel,2.5,436.0,1090.0,2021-05-03,east
magenta morsel,2.5,423.0,1057.5,2021-05-03,west
chartreuse morsel,3.0,420.0,1260.0,2021-05-03,north
chartreuse morsel,3.0,434.0,1302.0,2021-05-03,south
chartreuse morsel,3.0,404.0,1212.0,2021-05-03,east
chartreuse morsel,3.0,450.0,1350.0,2021-05-03,west
periwinkle morsel,1.25,460.0,575.0,2021-05-03,north
periwinkle morsel,1.25,427.0,533.75,2021-05-03,south
periwinkle morsel,1.25,479.0,598.75,2021-05-03,east
periwinkle morsel,1.25,491.0,613.75,2021-05-03,west
vermilion morsel,4.99,449.0,2240.51,2021-05-03,north
vermilion morsel,4.99,462.0,2305.38,2021-05-03,south
vermilion morsel,4.99,470.0,2345.3,2021-05-03,east
vermilion morsel,4.99,408.0,2035.92,2021-05-03,west
lapis morsel,1.99,496.0,987.04,2021-05-03,north
lapis morsel,1.99,498.0,991.02,2021-05-03,south
lapis morsel,1.99,410.0,815.9,2021-05-03,east
lapis morsel,1.99,482.0,959.18,2021-05-03,west
pink morsel,5.0,454.0,2270.0,2021-05-04,north
pink morsel,5.0,485.0,2425.0,2021-05-04,south
pink morsel,5.0,483.0,2415.0,2021-05-04,east
pink morsel,5.0,413.0,2065.0,2021-05-04,west
gold morsel,9.99,444.0,4435.56,2021-05-04,north
gold morsel,9.99,443.0,4425.57,2021-05-04,south
gold morsel,9.99,496.0,4955.04,2021-05-04,east
gold morsel,9.99,416.0,4155.84,2021-05-04,west
magenta morsel,2.5,437.0,1092.5,2021-05-04,north
magenta morsel,2.5,453.0,1132.5,2021-05-04,south
magenta morsel,2.5,405.0,1012.5,2021-05-04,east
magenta morsel,2.5,472.0,1180.0,2021-05-04,west
chartreuse morsel,3.0,430.0,1290.0,2021-05-04,north
chartreuse morsel,3.0,416.0,1248.0,2021-05-04,south
chartreuse morsel,3.0,482.0,1446.0,2021-05-04,east
chartreuse morsel,3.0,461.0,1383.0,2021-05-04,west
periwinkle morsel,1.25,476.0,595.0,2021-05-04,north
periwinkle morsel,1.25,464.0,580.0,2021-05-04,south
periwinkle morsel,1.25,457.0,571.25,2021-05-04,east
periwinkle morsel,1.25,459.0,573.75,2021-05-04,west
vermilion morsel,4.99,488.0,2435.12,2021-05-04,north
vermilion morsel,4.99,406.0,2025.94,2021-05-04,south
vermilion morsel,4.99,466.0,2325.34,2021-05-04,east
vermilion morsel,4.99,484.0,2415.1600000000003,2021-05-04,west
lapis morsel,1.99,466.0,927.34,2021-05-04,north
lapis morsel,1.99,451.0,897.49,2021-05-04,south
lapis morsel,1.99,461.0,917.39,2021-05-04,east
lapis morsel,1.99,474.0,943.26,2021-05-04,west
pink morsel,5.0,463.0,2315.0,2021-05-05,north
pink morsel,5.0,424.0,2120.0,2021-05-05,south
pink morsel,5.0,466.0,2330.0,2021-05-05,east
pink morsel,5.0,459.0,2295.0,2021-05-05,west
gold morsel,9.99,495.0,4945.05,2021-05-05,north
gold morsel,9.99,440.0,4395.6,2021-05-05,south
gold morsel,9.99,411.0,4105.89,2021-05-05,east
gold morsel,9.99,483.0,4825.17,2021-05-05,west
magenta morsel,2.5,445.0,1112.5,2021-05-05,north
magenta morsel,2.5,410.0,1025.0,2021-05-05,south
magenta morsel,2.5,431.0,1077.5,2021-05-05,east
magenta morsel,2.5,426.0,1065.0,2021-05-05,west
chartreuse morsel,3.0,473.0,1419.0,2021-05-05,north
chartreuse morsel,3.0,436.0,1308.0,2021-05-05,south
chartreuse morsel,3.0,412.0,1236.0,2021-05-05,east
chartreuse morsel,3.0,461.0,1383.0,2021-05-05,west
periwinkle morsel,1.25,448.0,560.0,2021-05-05,north
periwinkle morsel,1.25,477.0,596.25,2021-05-05,south
periwinkle morsel,1.25,428.0,535.0,2021-05-05,east
periwinkle morsel,1.25,419.0,523.75,2021-05-05,west
vermilion morsel,4.99,469.0,2340.31,2021-05-05,north
vermilion morsel,4.99,467.0,2330.33,2021-05-05,south
vermilion morsel,4.99,439.0,2190.61,2021-05-05,east
vermilion morsel,4.99,426.0,2125.7400000000002,2021-05-05,west
lapis morsel,1.99,448.0,891.52,2021-05-05,north
lapis morsel,1.99,438.0,871.62,2021-05-05,south
lapis morsel,1.99,418.0,831.82,2021-05-05,east
lapis morsel,1.99,428.0,851.72,2021-05-05,west
pink morsel,5.0,424.0,2120.0,2021-05-06,north
pink morsel,5.0,410.0,2050.0,2021-05-06,south
pink morsel,5.0,428.0,2140.0,2021-05-06,east
pink morsel,5.0,446.0,2230.0,2021-05-06,west
gold morsel,9.99,458.0,4575.42,2021-05-06,north
gold morsel,9.99,493.0,4925.07,2021-05-06,south
gold morsel,9.99,401.0,4005.9900000000002,2021-05-06,east
gold morsel,9.99,472.0,4715.28,2021-05-06,west
magenta morsel,2.5,487.0,1217.5,2021-05-06,north
magenta morsel,2.5,447.0,1117.5,2021-05-06,south
magenta morsel,2.5,494.0,1235.0,2021-05-06,east
magenta morsel,2.5,425.0,1062.5,2021-05-06,west
chartreuse morsel,3.0,461.0,1383.0,2021-05-06,north
chartreuse morsel,3.0,466.0,1398.0,2021-05-06,south
chartreuse morsel,3.0,412.0,1236.0,2021-05-06,east
chartreuse morsel,3.0,411.0,1233.0,2021-05-06,west
periwinkle morsel,1.25,499.0,623.75,2021-05-06,north
periwinkle morsel,1.25,453.0,566.25,2021-05-06,south
periwinkle morsel,1.25,493.0,616.25,2021-05-06,east
periwinkle morsel,1.25,415.0,518.75,2021-05-06,west
vermilion morsel,4.99,426.0,2125.7400000000002,2021-05-06,north
vermilion morsel,4.99,436.0,2175.64,2021-05-06,south
vermilion morsel,4.99,417.0,2080.83,2021-05-06,east
vermilion morsel,4.99,411.0,2050.89,2021-05-06,west
lapis morsel,1.99,451.0,897.49,2021-05-06,north
lapis morsel,1.99,439.0,873.61,2021-05-06,south
lapis morsel,1.99,409.0,813.91,2021-05-06,east
lapis morsel,1.99,467.0,929.33,2021-05-06,west
pink morsel,5.0,418.0,2090.0,2021-05-07,north
pink morsel,5.0,467.0,2335.0,2021-05-07,south
pink morsel,5.0,425.0,2125.0,2021-05-07,east
pink morsel,5.0,476.0,2380.0,2021-05-07,west
gold morsel,9.99,476.0,4755.24,2021-05-07,north
gold morsel,9.99,473.0,4725.27,2021-05-07,south
gold morsel,9.99,456.0,4555.4400000000005,2021-05-07,east
gold morsel,9.99,483.0,4825.17,2021-05-07,west
magenta morsel,2.5,411.0,1027.5,2021-05-07,north
magenta morsel,2.5,408.0,1020.0,2021-05-07,south
magenta morsel,2.5,427.0,1067.5,2021-05-07,east
magenta morsel,2.5,492.0,1230.0,2021-05-07,west
chartreuse morsel,3.0,456.0,1368.0,2021-05-07,north
chartreuse morsel,3.0,417.0,1251.0,2021-05-07,south
chartreuse morsel,3.0,438.0,1314.0,2021-05-07,east
chartreuse morsel,3.0,430.0,1290.0,2021-05-07,west
periwinkle morsel,1.25,460.0,575.0,2021-05-07,north
periwinkle morsel,1.25,404.0,505.0,2021-05-07,south
periwinkle morsel,1.25,497.0,621.25,2021-05-07,east
periwinkle morsel,1.25,431.0,538.75,2021-05-07,west
vermilion morsel,4.99,479.0,2390.21,2021-05-07,north
vermilion morsel,4.99,425.0,2120.75,2021-05-07,south
vermilion morsel,4.99,462.0,2305.38,2021-05-07,east
vermilion morsel,4.99,490.0,2445.1,2021-05-07,west
lapis morsel,1.99,408.0,811.92,2021-05-07,north
lapis morsel,1.99,436.0,867.64,2021-05-07,south
lapis morsel,1.99,441.0,877.59,2021-05-07,east
lapis morsel,1.99,441.0,877.59,2021-05-07,west
pink morsel,5.0,418.0,2090.0,2021-05-08,north
pink morsel,5.0,498.0,2490.0,2021-05-08,south
pink morsel,5.0,440.0,2200.0,2021-05-08,east
pink morsel,5.0,409.0,2045.0,2021-05-08,west
gold morsel,9.99,463.0,4625.37,2021-05-08,north
gold morsel,9.99,439.0,4385.61,2021-05-08,south
gold morsel,9.99,409.0,4085.9100000000003,2021-05-08,east
gold morsel,9.99,432.0,4315.68,2021-05-08,west
magenta morsel,2.5,485.0,1212.5,2021-05-08,north
magenta morsel,2.5,474.0,1185.0,2021-05-08,south
magenta morsel,2.5,481.0,1202.5,2021-05-08,east
magenta morsel,2.5,422.0,1055.0,2021-05-08,west
chartreuse morsel,3.0,453.0,1359.0,2021-05-08,north
chartreuse morsel,3.0,448.0,1344.0,2021-05-08,south
chartreuse morsel,3.0,467.0,1401.0,2021-05-08,east
chartreuse morsel,3.0,479.0,1437.0,2021-05-08,west
periwinkle morsel,1.25,409.0,511.25,2021-05-08,north
periwinkle morsel,1.25,431.0,538.75,2021-05-08,south
periwinkle morsel,1.25,424.0,530.0,2021-05-08,east
periwinkle morsel,1.25,425.0,531.25,2021-05-08,west
vermilion morsel,4.99,422.0,2105.78,2021-05-08,north
vermilion morsel,4.99,409.0,2040.91,2021-05-08,south
vermilion morsel,4.99,416.0,2075.84,2021-05-08,east
vermilion morsel,4.99,442.0,2205.58,2021-05-08,west
lapis morsel,1.99,423.0,841.77,2021-05-08,north
lapis morsel,1.99,487.0,969.13,2021-05-08,south
lapis morsel,1.99,421.0,837.79,2021-05-08,east
lapis morsel,1.99,490.0,975.1,2021-05-08,west
pink morsel,5.0,428.0,2140.0,2021-05-09,north
pink morsel,5.0,423.0,2115.0,2021-05-09,south
pink morsel,5.0,409.0,2045.0,2021-05-09,east
pink morsel,5.0,477.0,2385.0,2021-05-09,west
gold morsel,9.99,407.0,4065.9300000000003,2021-05-09,north
gold morsel,9.99,464.0,4635.36,2021-05-09,south
gold morsel,9.99,469.0,4685.31,2021-05-09,east
gold morsel,9.99,476.0,4755.24,2021-05-09,west
magenta morsel,2.5,451.0,1127.5,2021-05-09,north
magenta morsel,2.5,415.0,1037.5,2021-05-09,south
magenta morsel,2.5,448.0,1120.0,2021-05-09,east
magenta morsel,2.5,419.0,1047.5,2021-05-09,west
chartreuse morsel,3.0,434.0,1302.0,2021-05-09,north
chartreuse morsel,3.0,448.0,1344.0,2021-05-09,south
chartreuse morsel,3.0,409.0,1227.0,2021-05-09,east
chartreuse morsel,3.0,416.0,1248.0,2021-05-09,west
periwinkle morsel,1.25,470.0,587.5,2021-05-09,north
periwinkle morsel,1.25,440.0,550.0,2021-05-09,south
periwinkle morsel,1.25,443.0,553.75,2021-05-09,east
periwinkle morsel,1.25,400.0,500.0,2021-05-09,west
vermilion morsel,4.99,439.0,2190.61,2021-05-09,north
vermilion morsel,4.99,401.0,2000.99,2021-05-09,south
vermilion morsel,4.99,490.0,2445.1,2021-05-09,east
vermilion morsel,4.99,470.0,2345.3,2021-05-09,west
lapis morsel,1.99,446.0,887.54,2021-05-09,north
lapis morsel,1.99,481.0,957.1899999999999,2021-05-09,south
lapis morsel,1.99,427.0,849.73,2021-05-09,east
lapis morsel,1.99,401.0,797.99,2021-05-09,west
pink morsel,5.0,450.0,2250.0,2021-05-10,north
pink morsel,5.0,465.0,2325.0,2021-05-10,south
pink morsel,5.0,465.0,2325.0,2021-05-10,east
pink morsel,5.0,480.0,2400.0,2021-05-10,west
gold morsel,9.99,469.0,4685.31,2021-05-10,north
gold morsel,9.99,488.0,4875.12,2021-05-10,south
gold morsel,9.99,451.0,4505.49,2021-05-10,east
gold morsel,9.99,451.0,4505.49,2021-05-10,west
magenta morsel,2.5,439.0,1097.5,2021-05-10,north
magenta morsel,2.5,424.0,1060.0,2021-05-10,south
magenta morsel,2.5,421.0,1052.5,2021-05-10,east
magenta morsel,2.5,431.0,1077.5,2021-05-10,west
chartreuse morsel,3.0,486.0,1458.0,2021-05-10,north
chartreuse morsel,3.0,461.0,1383.0,2021-05-10,south
chartreuse morsel,3.0,487.0,1461.0,2021-05-10,east
chartreuse morsel,3.0,454.0,1362.0,2021-05-10,west
periwinkle morsel,1.25,421.0,526.25,2021-05-10,north
periwinkle morsel,1.25,492.0,615.0,2021-05-10,south
periwinkle morsel,1.25,495.0,618.75,2021-05-10,east
periwinkle morsel,1.25,475.0,593.75,2021-05-10,west
vermilion morsel,4.99,475.0,2370.25,2021-05-10,north
vermilion morsel,4.99,412.0,2055.88,2021-05-10,south
vermilion morsel,4.99,470.0,2345.3,2021-05-10,east
vermilion morsel,4.99,437.0,2180.63,2021-05-10,west
lapis morsel,1.99,475.0,945.25,2021-05-10,north
lapis morsel,1.99,407.0,809.93,2021-05-10,south
lapis morsel,1.99,407.0,809.93,2021-05-10,east
lapis morsel,1.99,438.0,871.62,2021-05-10,west
pink morsel,5.0,424.0,2120.0,2021-05-11,north
pink morsel,5.0,433.0,2165.0,2021-05-11,south
pink morsel,5.0,435.0,2175.0,2021-05-11,east
pink morsel,5.0,438.0,2190.0,2021-05-11,west
gold morsel,9.99,454.0,4535.46,2021-05-11,north
gold morsel,9.99,406.0,4055.94,2021-05-11,south
gold morsel,9.99,417.0,4165.83,2021-05-11,east
gold morsel,9.99,412.0,4115.88,2021-05-11,west
magenta morsel,2.5,411.0,1027.5,2021-05-11,north
magenta morsel,2.5,475.0,1187.5,2021-05-11,south
magenta morsel,2.5,485.0,1212.5,2021-05-11,east
magenta morsel,2.5,494.0,1235.0,2021-05-11,west
chartreuse morsel,3.0,438.0,1314.0,2021-05-11,north
chartreuse morsel,3.0,472.0,1416.0,2021-05-11,south
chartreuse morsel,3.0,429.0,1287.0,2021-05-11,east
chartreuse morsel,3.0,418.0,1254.0,2021-05-11,west
periwinkle morsel,1.25,493.0,616.25,2021-05-11,north
periwinkle morsel,1.25,435.0,543.75,2021-05-11,south
periwinkle morsel,1.25,486.0,607.5,2021-05-11,east
periwinkle morsel,1.25,416.0,520.0,2021-05-11,west
vermilion morsel,4.99,490.0,2445.1,2021-05-11,north
vermilion morsel,4.99,470.0,2345.3,2021-05-11,south
vermilion morsel,4.99,466.0,2325.34,2021-05-11,east
vermilion morsel,4.99,418.0,2085.82,2021-05-11,west
lapis morsel,1.99,408.0,811.92,2021-05-11,north
lapis morsel,1.99,452.0,899.48,2021-05-11,south
lapis morsel,1.99,462.0,919.38,2021-05-11,east
lapis morsel,1.99,496.0,987.04,2021-05-11,west
pink morsel,5.0,431.0,2155.0,2021-05-12,north
pink morsel,5.0,465.0,2325.0,2021-05-12,south
pink morsel,5.0,405.0,2025.0,2021-05-12,east
pink morsel,5.0,491.0,2455.0,2021-05-12,west
gold morsel,9.99,449.0,4485.51,2021-05-12,north
gold morsel,9.99,473.0,4725.27,2021-05-12,south
gold morsel,9.99,489.0,4885.11,2021-05-12,east
gold morsel,9.99,406.0,4055.94,2021-05-12,west
magenta morsel,2.5,486.0,1215.0,2021-05-12,north
magenta morsel,2.5,414.0,1035.0,2021-05-12,south
magenta morsel,2.5,417.0,1042.5,2021-05-12,east
magenta morsel,2.5,463.0,1157.5,2021-05-12,west
chartreuse morsel,3.0,401.0,1203.0,2021-05-12,north
chartreuse morsel,3.0,495.0,1485.0,2021-05-12,south
chartreuse morsel,3.0,480.0,1440.0,2021-05-12,east
chartreuse morsel,3.0,449.0,1347.0,2021-05-12,west
periwinkle morsel,1.25,407.0,508.75,2021-05-12,north
periwinkle morsel,1.25,415.0,518.75,2021-05-12,south
periwinkle morsel,1.25,494.0,617.5,2021-05-12,east
periwinkle morsel,1.25,485.0,606.25,2021-05-12,west
vermilion morsel,4.99,448.0,2235.52,2021-05-12,north
vermilion morsel,4.99,496.0,2475.04,2021-05-12,south
vermilion morsel,4.99,412.0,2055.88,2021-05-12,east
vermilion morsel,4.99,462.0,2305.38,2021-05-12,west
lapis morsel,1.99,475.0,945.25,2021-05-12,north
lapis morsel,1.99,418.0,831.82,2021-05-12,south
lapis morsel,1.99,480.0,955.2,2021-05-12,east
lapis morsel,1.99,474.0,943.26,2021-05-12,west
pink morsel,5.0,466.0,2330.0,2021-05-13,north
pink morsel,5.0,442.0,2210.0,2021-05-13,south
pink morsel,5.0,402.0,2010.0,2021-05-13,east
pink morsel,5.0,464.0,2320.0,2021-05-13,west
gold morsel,9.99,469.0,4685.31,2021-05-13,north
gold morsel,9.99,429.0,4285.71,2021-05-13,south
gold morsel,9.99,406.0,4055.94,2021-05-13,east
gold morsel,9.99,403.0,4025.9700000000003,2021-05-13,west
magenta morsel,2.5,436.0,1090.0,2021-05-13,north
magenta morsel,2.5,423.0,1057.5,2021-05-13,south
magenta morsel,2.5,424.0,1060.0,2021-05-13,east
magenta morsel,2.5,450.0,1125.0,2021-05-13,west
chartreuse morsel,3.0,428.0,1284.0,2021-05-13,north
chartreuse morsel,3.0,485.0,1455.0,2021-05-13,south
chartreuse morsel,3.0,416.0,1248.0,2021-05-13,east
chartreuse morsel,3.0,402.0,1206.0,2021-05-13,west
periwinkle morsel,1.25,415.0,518.75,2021-05-13,north
periwinkle morsel,1.25,488.0,610.0,2021-05-13,south
periwinkle morsel,1.25,406.0,507.5,2021-05-13,east
periwinkle morsel,1.25,480.0,600.0,2021-05-13,west
vermilion morsel,4.99,499.0,2490.01,2021-05-13,north
vermilion morsel,4.99,417.0,2080.83,2021-05-13,south
vermilion morsel,4.99,449.0,2240.51,2021-05-13,east
vermilion morsel,4.99,498.0,2485.02,2021-05-13,west
lapis morsel,1.99,433.0,861.67,2021-05-13,north
lapis morsel,1.99,443.0,881.57,2021-05-13,south
lapis morsel,1.99,445.0,885.55,2021-05-13,east
lapis morsel,1.99,481.0,957.1899999999999,2021-05-13,west
pink morsel,5.0,427.0,2135.0,2021-05-14,north
pink morsel,5.0,500.0,2500.0,2021-05-14,south
pink morsel,5.0,428.0,2140.0,2021-05-14,east
pink morsel,5.0,438.0,2190.0,2021-05-14,west
gold morsel,9.99,401.0,4005.9900000000002,2021-05-14,north
gold morsel,9.99,465.0,4645.35,2021-05-14,south
gold morsel,9.99,458.0,4575.42,2021-05-14,east
gold morsel,9.99,490.0,4895.1,2021-05-14,west
magenta morsel,2.5,486.0,1215.0,2021-05-14,north
magenta morsel,2.5,466.0,1165.0,2021-05-14,south
magenta morsel,2.5,456.0,1140.0,2021-05-14,east
magenta morsel,2.5,453.0,1132.5,2021-05-14,west
chartreuse morsel,3.0,451.0,1353.0,2021-05-14,north
chartreuse morsel,3.0,438.0,1314.0,2021-05-14,south
chartreuse morsel,3.0,455.0,1365.0,2021-05-14,east
chartreuse morsel,3.0,434.0,1302.0,2021-05-14,west
periwinkle morsel,1.25,460.0,575.0,2021-05-14,north
periwinkle morsel,1.25,489.0,611.25,2021-05-14,south
periwinkle morsel,1.25,441.0,551.25,2021-05-14,east
periwinkle morsel,1.25,479.0,598.75,2021-05-14,west
vermilion morsel,4.99,406.0,2025.94,2021-05-14,north
vermilion morsel,4.99,467.0,2330.33,2021-05-14,south
vermilion morsel,4.99,500.0,2495.0,2021-05-14,east
vermilion morsel,4.99,475.0,2370.25,2021-05-14,west
lapis morsel,1.99,494.0,983.06,2021-05-14,north
lapis morsel,1.99,486.0,967.14,2021-05-14,south
lapis morsel,1.99,420.0,835.8,2021-05-14,east
lapis morsel,1.99,435.0,865.65,2021-05-14,west
pink morsel,5.0,448.0,2240.0,2021-05-15,north
pink morsel,5.0,436.0,2180.0,2021-05-15,south
pink morsel,5.0,404.0,2020.0,2021-05-15,east
pink morsel,5.0,478.0,2390.0,2021-05-15,west
gold morsel,9.99,418.0,4175.82,2021-05-15,north
gold morsel,9.99,426.0,4255.74,2021-05-15,south
gold morsel,9.99,424.0,4235.76,2021-05-15,east
gold morsel,9.99,407.0,4065.9300000000003,2021-05-15,west
magenta morsel,2.5,484.0,1210.0,2021-05-15,north
magenta morsel,2.5,476.0,1190.0,2021-05-15,south
magenta morsel,2.5,493.0,1232.5,2021-05-15,east
magenta morsel,2.5,405.0,1012.5,2021-05-15,west
chartreuse morsel,3.0,415.0,1245.0,2021-05-15,north
chartreuse morsel,3.0,492.0,1476.0,2021-05-15,south
chartreuse morsel,3.0,498.0,1494.0,2021-05-15,east
chartreuse morsel,3.0,422.0,1266.0,2021-05-15,west
periwinkle morsel,1.25,480.0,600.0,2021-05-15,north
periwinkle morsel,1.25,447.0,558.75,2021-05-15,south
periwinkle morsel,1.25,414.0,517.5,2021-05-15,east
periwinkle morsel,1.25,419.0,523.75,2021-05-15,west
vermilion morsel,4.99,405.0,2020.95,2021-05-15,north
vermilion morsel,4.99,453.0,2260.4700000000003,2021-05-15,south
vermilion morsel,4.99,410.0,2045.9,2021-05-15,east
vermilion morsel,4.99,448.0,2235.52,2021-05-15,west
lapis morsel,1.99,490.0,975.1,2021-05-15,north
lapis morsel,1.99,436.0,867.64,2021-05-15,south
lapis morsel,1.99,464.0,923.36,2021-05-15,east
lapis morsel,1.99,468.0,931.32,2021-05-15,west
pink morsel,5.0,475.0,2375.0,2021-05-16,north
pink morsel,5.0,410.0,2050.0,2021-05-16,south
pink morsel,5.0,416.0,2080.0,2021-05-16,east
pink morsel,5.0,411.0,2055.0,2021-05-16,west
gold morsel,9.99,420.0,4195.8,2021-05-16,north
gold morsel,9.99,471.0,4705.29,2021-05-16,south
gold morsel,9.99,419.0,4185.81,2021-05-16,east
gold morsel,9.99,417.0,4165.83,2021-05-16,west
magenta morsel,2.5,481.0,1202.5,2021-05-16,north
magenta morsel,2.5,463.0,1157.5,2021-05-16,south
magenta morsel,2.5,437.0,1092.5,2021-05-16,east
magenta morsel,2.5,415.0,1037.5,2021-05-16,west
chartreuse morsel,3.0,452.0,1356.0,2021-05-16,north
chartreuse morsel,3.0,492.0,1476.0,2021-05-16,south
chartreuse morsel,3.0,499.0,1497.0,2021-05-16,east
chartreuse morsel,3.0,442.0,1326.0,2021-05-16,west
